"chunks","time","diff"
"and, selecting the spot from whence it appeared most susceptible to","1767978659128","1"
"earnestness usual to him; “and what may it be?”","1767978659128","1"
"me in every way, and calls for immediate correction; but, in all","1767978659128","1"
"Italian theatres, who use their boxes to hold receptions, the two","1767978659128","1"
"all that as well as you, and I have no conscientious scruples. No, it","1767978659128","1"
"motionless, hardly venturing to breathe. At the end of an hour, he","1767978659128","1"
"“He was supercargo.”","1767978659128","1"
"me. He knew, that I should arrive today at ten o’clock; he was waiting","1767978659128","1"
"No one could have said what caused the count’s voice to vibrate so","1767978659128","1"
"hundred thousand francs, and that would teach her prudence.”","1767978659128","1"
"might not be poisoned at Naples, at Palermo, and at Smyrna—that is to","1767978659128","1"
"the closet into which we have introduced our readers,—he found on the","1767978659128","1"
"“Surely,” answered Danglars, “one cannot be held responsible for every","1767978659128","1"
"Monte Cristo, on stepping into the house, heard a sigh that was almost","1767978659128","1"
"was gone; “is he not, Albert?”","1767978659128","1"
"“I don’t know how to write, reverend sir.”","1767978659128","1"
"“Adieu till then.”","1767978659128","1"
"“Why, the number of persons condemned to suffer, their names, and","1767978659128","1"
"heard—then poured out about a spoonful into the glass, and drank it.","1767978659128","1"
"“‘That is,’ replied the jeweller, ‘I offered 40,000 francs.’","1767978659128","1"
"“Your servants,” said he, “who were repeating the whole of the","1767978659128","1"
"“Go on with the lights,” said the inspector.","1767978659128","1"
"attention. He approached the window, and saw his father get into it,","1767978659128","1"
"descent and distinguished breeding.”","1767978659128","1"
"nature should be silent, you cannot well mistake him; he will enter by","1767978659128","1"
"question as to its being the interest of anyone to hinder you from","1767978659128","1"
"it expanded in the air, and then Franz heard a slight report.","1767978659128","1"
"places, or rather the ladies formed a circle, while the gentlemen (more","1767978659128","1"
"she saw him, had made so powerful an impression on her.","1767978659128","1"
"from his pores, if we may thus speak—a cry frightful in its silence.","1767978659128","1"
"“Quick, quick!” said Caderousse, “or I shall be unable to sign it.”","1767978659128","1"
"the conversation became earnest to escape to her study, whence very","1767978659128","1"
"“Can it be?” cried Mercédès, shuddering.","1767978659128","1"
"he is about to leave Paris; he was going to his banker.”","1767978659128","1"
"is going to accuse you of weakness before God?”","1767978659128","1"
"Eastern customs, which are entirely in contrast to the Parisian. I beg","1767978659128","1"
"profound sigh, and said:","1767978659128","1"
"A mournful answer awaited each of Edmond’s eager inquiries as to the","1767978659128","1"
"“Perhaps I am; but one thing I have resolved on, and that is, to stop","1767978659128","1"
"Chapter 58. M. Noirtier de Villefort","1767978659128","1"
"the cactus; but this, not being so easily plucked as the orange-tree,","1767978659128","1"
"her.”","1767978659128","1"
"young lady herself entered the apartment. She appeared much dejected;","1767978659128","1"
"vault itself. The two doors before mentioned were in the middle of this","1767978659128","1"
"It was indeed Maximilian Morrel, who had passed a wretched existence","1767978659128","1"
"“Oh, look at me,” continued she, with a feeling of profound melancholy,","1767978659128","1"
"all the humility he possessed into his eyes and voice, he addressed the","1767978659128","1"
"“What is that?”","1767978659128","1"
"my opinion that a crime has been committed in this house.”","1767978659128","1"
"“We were together a good deal during the Carnival at Rome.”","1767978659128","1"
"they have since done; in fact, all that had happened (with the","1767978659128","1"
"of disgust, as he shut up his glass into its ivory case. “How comes it","1767978659128","1"
"to contain nothing but useless documents.","1767978659128","1"
"which he had just seated himself.","1767978659128","1"
"“Until that time,” continued the young girl in a calm and","1767978659128","1"
"“Be easy, my dear boy; they will come in due season; it is only a","1767978659128","1"
"the authority of the procureur who will succeed me.”","1767978659128","1"
"his earliest youth.","1767978659128","1"
"“On the contrary, sir,—on the contrary,” said Louis XVIII., “this","1767978659128","1"
"circumstance I consider very serious; the young man was either charmed","1767978659128","1"
"“At all events, I could not guess that you would invite me to dinner.”","1767978659128","1"
"“Mercédès seized Fernand’s hands with a transport which he took for","1767978659128","1"
"“You are perfectly right in objecting to them, for this one great","1767978659128","1"
"only to announce the confidential clerk of the house of Thomson &","1767978659128","1"
"in all that concerned me.","1767978659128","1"
"the thread, a small portion of which still remained in it.","1767978659128","1"
"“No.”","1767978659128","1"
"to go. There is but one favor I would entreat of you.”","1767978659128","1"
"and although Debray was not in the habit of yielding to such feelings,","1767978659128","1"
"was bowing to her. No doubt she fancied the count would speak to her,","1767978659128","1"
"“Oh, sire,” exclaimed the Duc de Blacas, “M. Dandré is not a man to be","1767978659128","1"
"speak either in French or Italian, if my lord so wills it.”","1767978659128","1"
"come to you, and justly too, since Mademoiselle Danglars is an only","1767978659128","1"
"yard-arm; he would not die by what seemed an infamous death. He","1767978659128","1"
"“And those of the first floor?”","1767978659128","1"
"“I do not understand you.”","1767978659128","1"
"Shakespeare, Spinoza, Machiavelli, and Bossuet. I name only the most","1767978659128","1"
"Hamlet, ‘it is a law of nature; their fathers died before them, and","1767978659128","1"
"1.E. Unless you have removed all references to Project Gutenberg:","1767978659128","1"
"door. Peppino followed Danglars.","1767978659128","1"
"he said a few words to him in a low tone; and then he, like the first,","1767978659128","1"
"They were within fifteen miles of Monte Cristo when the sun began to","1767978659128","1"
"“Sir,” said she, “I perfectly understand my grandfather’s meaning at","1767978659128","1"
"hands, while his legs had become so stiff, that they looked as if they","1767978659128","1"
"“And so,” continued the Englishman who first gained his composure, “he","1767978659128","1"
"distributing or creating derivative works based on this work or any","1767978659128","1"
"M. de Villefort, her devotion to the elder Dantès. In the midst of her","1767978659128","1"
"not?”","1767978659128","1"
"his amiability, his polite attention even towards Madame Danglars, soon","1767978659128","1"
"can even explain the marvellous by an algebraic calculation they have","1767978659128","1"
"police thanked the young man by an eloquent look, and Villefort","1767978659128","1"
"himself by a course of reasoning, illogical perhaps, yet certainly","1767978659128","1"
"should pass into the hands of strangers. I offered to pay them for","1767978659128","1"
"they conversed long and earnestly together. As the hand of the clock","1767978659128","1"
"significantly, with a hand on his breast and shaking his head, “that is","1767978659128","1"
